stamp_sec,method,N,MedErr,RMSE,P95,MeanLogDet
577.272,ci,1460,3.25389,3.39728,4.46976,-6.40342
577.272,ftci,1460,3.60224,3.44706,4.51578,-6.29463
577.344,ci,1462,3.25389,3.39768,4.47072,-6.4035
577.344,ftci,1462,3.60224,3.44744,4.51626,-6.29485
577.404,ci,1464,3.25389,3.39808,4.47096,-6.40357
577.404,ftci,1464,3.60224,3.44782,4.51662,-6.29505
577.472,ci,1466,3.25825,3.39848,4.47117,-6.40364
577.472,ftci,1466,3.60224,3.4482,4.51765,-6.29529
577.528,ci,1468,3.26265,3.39888,4.47154,-6.40371
577.528,ftci,1468,3.60224,3.44858,4.51807,-6.29549
577.584,ci,1470,3.26695,3.39929,4.47259,-6.40378
577.584,ftci,1470,3.60224,3.44897,4.51815,-6.29572
577.636,ci,1472,3.26938,3.3997,4.47343,-6.40387
577.636,ftci,1472,3.60224,3.44936,4.51865,-6.29596
577.7,ci,1474,3.27332,3.40012,4.47361,-6.40394
577.7,ftci,1474,3.60224,3.44975,4.51937,-6.29617
577.768,ci,1476,3.27699,3.40054,4.47371,-6.40401
577.768,ftci,1476,3.60224,3.45015,4.5197,-6.29639
577.844,ci,1478,3.28039,3.40097,4.47388,-6.40408
577.844,ftci,1478,3.60224,3.45056,4.51982,-6.2966
577.932,ci,1480,3.2834,3.4014,4.47449,-6.40416
577.932,ftci,1480,3.60224,3.45096,4.51996,-6.29683
578,ci,1482,3.28633,3.40183,4.47488,-6.40423
578,ftci,1482,3.60224,3.45138,4.52066,-6.29705
578.096,ci,1484,3.29013,3.40228,4.47493,-6.4043
578.096,ftci,1484,3.60224,3.4518,4.5207,-6.29726
578.184,ci,1486,3.29216,3.40272,4.47509,-6.40438
578.184,ftci,1486,3.60224,3.45222,4.52106,-6.29749
578.26,ci,1488,3.29354,3.40316,4.47523,-6.40445
578.26,ftci,1488,3.60224,3.45263,4.52137,-6.29771
578.328,ci,1490,3.29446,3.4036,4.4753,-6.40453
578.328,ftci,1490,3.60224,3.45305,4.52151,-6.29792
578.4,ci,1492,3.29578,3.40405,4.47657,-6.4046
578.4,ftci,1492,3.60224,3.45347,4.52169,-6.29813
578.496,ci,1494,3.29728,3.40449,4.47825,-6.40467
578.496,ftci,1494,3.60224,3.45388,4.52187,-6.29834
578.564,ci,1496,3.29801,3.40493,4.47857,-6.40474
578.564,ftci,1496,3.60224,3.45429,4.52392,-6.29857
578.66,ci,1498,3.29855,3.40537,4.47896,-6.40482
578.66,ftci,1498,3.60224,3.4547,4.53076,-6.29878
578.756,ci,1500,3.29855,3.4058,4.48068,-6.40489
578.756,ftci,1500,3.60224,3.45511,4.53505,-6.29899
578.824,ci,1502,3.29855,3.40624,4.4807,-6.40497
578.824,ftci,1502,3.60224,3.45552,4.54124,-6.29922
578.9,ci,1504,3.29855,3.40668,4.4815,-6.40504
578.9,ftci,1504,3.60224,3.45593,4.5498,-6.29942
579,ci,1506,3.29855,3.40711,4.48187,-6.40513
579,ftci,1506,3.60224,3.45633,4.55365,-6.29965
579.088,ci,1508,3.29855,3.40754,4.48219,-6.4052
579.088,ftci,1508,3.60224,3.45672,4.5547,-6.29987
579.16,ci,1510,3.29855,3.40796,4.48295,-6.40527
579.16,ftci,1510,3.60224,3.4571,4.55498,-6.30006
579.228,ci,1512,3.29855,3.40838,4.48372,-6.40534
579.228,ftci,1512,3.60224,3.45748,4.55523,-6.30027
579.3,ci,1514,3.29855,3.40878,4.48408,-6.40541
579.3,ftci,1514,3.60224,3.45785,4.55568,-6.30048
579.4,ci,1516,3.29855,3.40917,4.48447,-6.40548
579.4,ftci,1516,3.60224,3.4582,4.55656,-6.30069
579.48,ci,1518,3.29855,3.40955,4.48544,-6.40556
579.48,ftci,1518,3.60224,3.45854,4.55758,-6.30091
579.572,ci,1520,3.29855,3.40991,4.48577,-6.40564
579.572,ftci,1520,3.60224,3.45887,4.55762,-6.30113
579.64,ci,1522,3.29855,3.41025,4.48625,-6.40546
579.64,ftci,1522,3.60224,3.45918,4.55781,-6.30116
579.712,ci,1524,3.29855,3.41059,4.48664,-6.40527
579.712,ftci,1524,3.60224,3.45949,4.55779,-6.30123
579.804,ci,1526,3.29855,3.41091,4.48677,-6.4051
579.804,ftci,1526,3.60224,3.45978,4.55777,-6.30133
579.9,ci,1528,3.29855,3.41121,4.48717,-6.40498
579.9,ftci,1528,3.60224,3.46005,4.55775,-6.30145
579.976,ci,1530,3.29855,3.4115,4.48758,-6.4049
579.976,ftci,1530,3.60224,3.46031,4.55773,-6.30159
580.056,ci,1532,3.29855,3.41178,4.48786,-6.40484
580.056,ftci,1532,3.60224,3.46056,4.55771,-6.30174
580.144,ci,1534,3.29855,3.41203,4.48784,-6.40481
580.144,ftci,1534,3.60224,3.46078,4.55768,-6.3019
580.2,ci,1536,3.29855,3.41228,4.48781,-6.4048
580.2,ftci,1536,3.60224,3.46101,4.55766,-6.30208
580.26,ci,1538,3.29855,3.41252,4.48779,-6.40482
580.26,ftci,1538,3.60224,3.46122,4.55764,-6.30226
580.296,ci,1540,3.29855,3.41275,4.48776,-6.40485
580.296,ftci,1540,3.60224,3.46143,4.55762,-6.30244
580.36,ci,1542,3.29855,3.41297,4.48773,-6.40489
580.36,ftci,1542,3.60224,3.46162,4.55761,-6.30264
580.4,ci,1544,3.29855,3.41318,4.48769,-6.40494
580.4,ftci,1544,3.60224,3.46181,4.5576,-6.30282
580.468,ci,1546,3.29855,3.41338,4.48766,-6.40499
580.468,ftci,1546,3.60224,3.46198,4.5576,-6.30302
580.5,ci,1548,3.29855,3.41357,4.48762,-6.40505
580.5,ftci,1548,3.60224,3.46215,4.5576,-6.30323
580.544,ci,1550,3.29855,3.41376,4.48758,-6.40512
580.544,ftci,1550,3.60224,3.46231,4.55759,-6.30344
580.596,ci,1552,3.29855,3.41394,4.48754,-6.40518
580.596,ftci,1552,3.60224,3.46247,4.55759,-6.30363
580.636,ci,1554,3.29855,3.41412,4.4875,-6.40525
580.636,ftci,1554,3.60224,3.46263,4.55758,-6.30384
580.696,ci,1556,3.29855,3.41428,4.48747,-6.40531
580.696,ftci,1556,3.60224,3.46277,4.55758,-6.30404
580.736,ci,1558,3.29855,3.41444,4.48743,-6.40538
580.736,ftci,1558,3.60224,3.4629,4.55758,-6.30424
580.78,ci,1560,3.29855,3.41459,4.48739,-6.40545
580.78,ftci,1560,3.60224,3.46304,4.55757,-6.30445
580.836,ci,1562,3.29855,3.41473,4.48734,-6.40552
580.836,ftci,1562,3.60224,3.46316,4.5575,-6.30463
580.872,ci,1564,3.29855,3.41487,4.48729,-6.40558
580.872,ftci,1564,3.60224,3.46328,4.55737,-6.30483
580.932,ci,1566,3.29855,3.415,4.48723,-6.40566
580.932,ftci,1566,3.60224,3.46339,4.55723,-6.30504
580.968,ci,1568,3.29855,3.41512,4.48717,-6.40572
580.968,ftci,1568,3.60224,3.4635,4.5571,-6.30523
581.016,ci,1570,3.29855,3.41524,4.48711,-6.40579
581.016,ftci,1570,3.60224,3.4636,4.55696,-6.30543
581.06,ci,1572,3.29855,3.41535,4.48705,-6.40584
581.06,ftci,1572,3.60224,3.4637,4.55683,-6.3056
581.104,ci,1574,3.29855,3.41546,4.48699,-6.4059
581.104,ftci,1574,3.60224,3.4638,4.55669,-6.30578
581.16,ci,1576,3.29855,3.41556,4.48694,-6.40596
581.16,ftci,1576,3.60224,3.46388,4.55656,-6.30598
581.204,ci,1578,3.29855,3.41566,4.48688,-6.40603
581.204,ftci,1578,3.60224,3.46397,4.55642,-6.30616
581.26,ci,1580,3.29855,3.41575,4.48682,-6.40609
581.26,ftci,1580,3.60224,3.46405,4.55629,-6.30635
581.3,ci,1582,3.29855,3.41584,4.48679,-6.40615
581.3,ftci,1582,3.60224,3.46412,4.55618,-6.30655
581.36,ci,1584,3.29855,3.41593,4.48678,-6.40621
581.36,ftci,1584,3.60224,3.46419,4.55609,-6.30673
581.396,ci,1586,3.29855,3.41602,4.48677,-6.40627
581.396,ftci,1586,3.60224,3.46427,4.55601,-6.30692
581.456,ci,1588,3.29855,3.4161,4.48676,-6.40634
581.456,ftci,1588,3.60224,3.46433,4.55593,-6.30713
581.496,ci,1590,3.29855,3.41617,4.48675,-6.40642
581.496,ftci,1590,3.60224,3.46439,4.55584,-6.30732
581.556,ci,1592,3.29855,3.41624,4.48674,-6.40649
581.556,ftci,1592,3.60224,3.46445,4.55576,-6.30752
581.596,ci,1594,3.29855,3.4163,4.48673,-6.40655
581.596,ftci,1594,3.60224,3.4645,4.55568,-6.3077
581.652,ci,1596,3.29855,3.41636,4.48673,-6.40661
581.652,ftci,1596,3.60224,3.46454,4.55559,-6.30788
581.688,ci,1598,3.29855,3.41642,4.48672,-6.40668
581.688,ftci,1598,3.60224,3.46458,4.55551,-6.30808
581.724,ci,1600,3.29855,3.41646,4.48671,-6.40673
581.724,ftci,1600,3.60224,3.46462,4.55543,-6.30825
581.784,ci,1602,3.29855,3.41651,4.48668,-6.40679
581.784,ftci,1602,3.60224,3.46465,4.55537,-6.30843
581.8,ci,1604,3.29855,3.41655,4.48664,-6.40685
581.8,ftci,1604,3.60224,3.46468,4.55534,-6.30862
581.892,ci,1606,3.29855,3.41659,4.4866,-6.40693
581.892,ftci,1606,3.60224,3.4647,4.55531,-6.30883
581.956,ci,1608,3.29855,3.41663,4.48655,-6.407
581.956,ftci,1608,3.60224,3.46472,4.55529,-6.30902
582.028,ci,1610,3.29855,3.41665,4.48651,-6.40706
582.028,ftci,1610,3.60224,3.46474,4.55526,-6.3092
582.12,ci,1612,3.29855,3.41668,4.48647,-6.40712
582.12,ftci,1612,3.60224,3.46476,4.55523,-6.30938
582.2,ci,1614,3.29855,3.4167,4.48642,-6.40717
582.2,ftci,1614,3.60224,3.46478,4.5552,-6.30956
582.288,ci,1616,3.29855,3.41671,4.48638,-6.40724
582.288,ftci,1616,3.60224,3.46479,4.55518,-6.30975
582.376,ci,1618,3.29855,3.41672,4.48634,-6.40731
582.376,ftci,1618,3.60224,3.46482,4.55515,-6.30994
582.444,ci,1620,3.29855,3.41673,4.48629,-6.40737
582.444,ftci,1620,3.60224,3.46484,4.55512,-6.31011
582.508,ci,1622,3.29855,3.41674,4.48625,-6.40744
582.508,ftci,1622,3.60224,3.46487,4.55509,-6.31031
582.6,ci,1624,3.29855,3.41674,4.48619,-6.4075
582.6,ftci,1624,3.60224,3.46489,4.55507,-6.31049
582.688,ci,1626,3.29855,3.41675,4.48614,-6.40757
582.688,ftci,1626,3.60224,3.46492,4.55504,-6.31068
582.784,ci,1628,3.29855,3.41674,4.48609,-6.40763
582.784,ftci,1628,3.60224,3.46494,4.55501,-6.31087
582.86,ci,1630,3.29855,3.41673,4.48604,-6.4077
582.86,ftci,1630,3.60224,3.46496,4.55498,-6.31104
582.936,ci,1632,3.29855,3.41672,4.48598,-6.40775
582.936,ftci,1632,3.60224,3.46498,4.55496,-6.31122
583.012,ci,1634,3.29855,3.41671,4.48593,-6.4078
583.012,ftci,1634,3.60224,3.465,4.55493,-6.31139
583.1,ci,1636,3.29855,3.41669,4.48588,-6.40786
583.1,ftci,1636,3.60224,3.46501,4.5549,-6.31156
583.18,ci,1638,3.29855,3.41669,4.48583,-6.40791
583.18,ftci,1638,3.60224,3.46503,4.55487,-6.31173
583.268,ci,1640,3.29855,3.41674,4.48629,-6.40778
583.268,ftci,1640,3.60224,3.46496,4.55484,-6.31168
583.36,ci,1642,3.29855,3.4168,4.48668,-6.40766
583.36,ftci,1642,3.60224,3.46491,4.55481,-6.31165
583.432,ci,1644,3.29855,3.41686,4.48678,-6.40758
583.432,ftci,1644,3.60224,3.46489,4.55477,-6.31167
583.508,ci,1646,3.29855,3.41692,4.48723,-6.40753
583.508,ftci,1646,3.60224,3.46489,4.55473,-6.3117
583.604,ci,1648,3.29855,3.41697,4.48717,-6.40752
583.604,ftci,1648,3.60224,3.46492,4.5547,-6.31177
583.672,ci,1650,3.29855,3.41702,4.48711,-6.40753
583.672,ftci,1650,3.60224,3.46495,4.55466,-6.31188
583.76,ci,1652,3.29855,3.41706,4.48705,-6.40756
583.76,ftci,1652,3.60224,3.465,4.55462,-6.31201
583.816,ci,1654,3.29855,3.4171,4.48699,-6.4076
583.816,ftci,1654,3.60224,3.46505,4.55458,-6.31215
583.9,ci,1656,3.29855,3.41714,4.48694,-6.40764
583.9,ftci,1656,3.60224,3.46511,4.5549,-6.31229
584,ci,1658,3.29855,3.41718,4.48688,-6.40769
584,ftci,1658,3.60224,3.46517,4.55515,-6.31244
584.068,ci,1660,3.29855,3.41722,4.48739,-6.40774
584.068,ftci,1660,3.60224,3.46524,4.55543,-6.31261
584.14,ci,1662,3.29855,3.41726,4.48773,-6.40779
584.14,ftci,1662,3.60224,3.46531,4.55618,-6.31276
584.236,ci,1664,3.29855,3.4173,4.48796,-6.40784
584.236,ftci,1664,3.60224,3.46538,4.55737,-6.31294
584.308,ci,1666,3.29855,3.41734,4.48794,-6.4079
584.308,ftci,1666,3.60224,3.46545,4.5576,-6.3131
584.4,ci,1668,3.29855,3.41738,4.48803,-6.40795
584.4,ftci,1668,3.60224,3.46553,4.55775,-6.31327
584.48,ci,1670,3.29855,3.41743,4.4882,-6.40801
584.48,ftci,1670,3.60224,3.4656,4.55784,-6.31345
584.564,ci,1672,3.29855,3.41748,4.48873,-6.40806
584.564,ftci,1672,3.60224,3.46568,4.55805,-6.31361
584.632,ci,1674,3.29855,3.41754,4.48952,-6.40813
584.632,ftci,1674,3.60224,3.46576,4.55854,-6.31378
584.7,ci,1676,3.29855,3.4176,4.49016,-6.40818
584.7,ftci,1676,3.60224,3.46585,4.55921,-6.31395
584.776,ci,1678,3.29855,3.41766,4.49047,-6.40825
584.776,ftci,1678,3.60224,3.46594,4.55986,-6.31413
584.816,ci,1680,3.29855,3.41773,4.49077,-6.40831
584.816,ftci,1680,3.60224,3.46604,4.55999,-6.3143
584.896,ci,1682,3.29855,3.4178,4.49156,-6.40838
584.896,ftci,1682,3.60224,3.46614,4.56055,-6.31448
584.928,ci,1684,3.29855,3.41787,4.49185,-6.40843
584.928,ftci,1684,3.60224,3.46624,4.56166,-6.31464
584.996,ci,1686,3.29855,3.41795,4.4928,-6.40849
584.996,ftci,1686,3.60224,3.46635,4.56388,-6.31481
585.06,ci,1688,3.29855,3.41803,4.4934,-6.40855
585.06,ftci,1688,3.60224,3.46645,4.56571,-6.31497
585.144,ci,1690,3.29855,3.41812,4.49391,-6.40861
585.144,ftci,1690,3.60224,3.46657,4.56662,-6.31514
585.2,ci,1692,3.29855,3.41821,4.49465,-6.40868
585.2,ftci,1692,3.60224,3.46669,4.56765,-6.31533
585.296,ci,1694,3.29855,3.41832,4.49563,-6.40875
585.296,ftci,1694,3.60224,3.46683,4.56865,-6.31551
585.368,ci,1696,3.29855,3.41844,4.49684,-6.40881
585.368,ftci,1696,3.60224,3.46697,4.56874,-6.31567
585.42,ci,1698,3.29855,3.41856,4.49817,-6.40886
585.42,ftci,1698,3.60224,3.46712,4.56892,-6.31583
585.488,ci,1700,3.29855,3.4187,4.49886,-6.40891
585.488,ftci,1700,3.60224,3.46728,4.56981,-6.31599
585.528,ci,1702,3.29855,3.41884,4.4998,-6.40897
585.528,ftci,1702,3.60224,3.46744,4.56996,-6.31617
585.584,ci,1704,3.29855,3.419,4.50062,-6.40905
585.584,ftci,1704,3.60224,3.46761,4.5702,-6.31636
585.62,ci,1706,3.29855,3.41916,4.5011,-6.40911
585.62,ftci,1706,3.60224,3.4678,4.57076,-6.31652
585.688,ci,1708,3.29855,3.41933,4.50217,-6.40917
585.688,ftci,1708,3.60224,3.46798,4.57108,-6.3167
585.7,ci,1710,3.29855,3.41951,4.50423,-6.40923
585.7,ftci,1710,3.60224,3.46818,4.57128,-6.31685
585.756,ci,1712,3.29855,3.41971,4.50639,-6.40929
585.756,ftci,1712,3.60224,3.46839,4.5716,-6.31703
585.8,ci,1714,3.29855,3.41991,4.50752,-6.40934
585.8,ftci,1714,3.60224,3.4686,4.57205,-6.31718
585.852,ci,1716,3.29855,3.42012,4.50783,-6.4094
585.852,ftci,1716,3.60224,3.46882,4.57271,-6.31734
585.884,ci,1718,3.29855,3.42034,4.50866,-6.40946
585.884,ftci,1718,3.60224,3.46905,4.57387,-6.31751
585.928,ci,1720,3.29855,3.42056,4.50937,-6.40953
585.928,ftci,1720,3.60224,3.46927,4.57552,-6.31769
585.984,ci,1722,3.29855,3.42079,4.50948,-6.4096
585.984,ftci,1722,3.60224,3.46951,4.57635,-6.31784
586.016,ci,1724,3.29855,3.42103,4.51026,-6.40966
586.016,ftci,1724,3.60224,3.46975,4.57714,-6.31801
586.08,ci,1726,3.29855,3.42126,4.51133,-6.4097
586.08,ftci,1726,3.60224,3.46999,4.57744,-6.31815
586.104,ci,1728,3.29855,3.4215,4.51207,-6.40975
586.104,ftci,1728,3.60224,3.47023,4.57753,-6.31831
586.18,ci,1730,3.29855,3.42175,4.51308,-6.40981
586.18,ftci,1730,3.60224,3.47048,4.57776,-6.31848
586.2,ci,1732,3.29855,3.422,4.51374,-6.40986
586.2,ftci,1732,3.60224,3.47073,4.57807,-6.31862
586.264,ci,1734,3.29855,3.42225,4.51377,-6.40991
586.264,ftci,1734,3.60224,3.47099,4.57823,-6.31879
586.3,ci,1736,3.29855,3.42251,4.51402,-6.40997
586.3,ftci,1736,3.60224,3.47125,4.57845,-6.31896
586.368,ci,1738,3.29855,3.42278,4.51479,-6.41002
586.368,ftci,1738,3.60224,3.47151,4.57913,-6.31911
586.4,ci,1740,3.29855,3.42305,4.51537,-6.41008
586.4,ftci,1740,3.60224,3.47178,4.57945,-6.31927
586.464,ci,1742,3.29855,3.42332,4.51621,-6.41012
586.464,ftci,1742,3.60224,3.47205,4.58075,-6.31941
586.5,ci,1744,3.29855,3.42359,4.51715,-6.41017
586.5,ftci,1744,3.60224,3.47232,4.58091,-6.31956
586.564,ci,1746,3.29855,3.42387,4.51741,-6.41022
586.564,ftci,1746,3.60224,3.4726,4.58108,-6.31972
586.608,ci,1748,3.29855,3.42416,4.51774,-6.41027
586.608,ftci,1748,3.60224,3.47288,4.58137,-6.31988
586.692,ci,1750,3.29855,3.42445,4.51907,-6.41033
586.692,ftci,1750,3.60224,3.47317,4.58172,-6.32004
586.744,ci,1752,3.29855,3.42474,4.52009,-6.41039
586.744,ftci,1752,3.60224,3.47347,4.58223,-6.32021
586.788,ci,1754,3.29855,3.42504,4.5202,-6.41044
586.788,ftci,1754,3.60224,3.47377,4.58291,-6.32036
586.808,ci,1756,3.29855,3.42534,4.52096,-6.4105
586.808,ftci,1756,3.60224,3.47406,4.58349,-6.32052
586.86,ci,1758,3.29855,3.42564,4.52323,-6.41055
586.86,ftci,1758,3.60224,3.47435,4.58386,-6.32067
586.896,ci,1760,3.29855,3.42594,4.52446,-6.4106
586.896,ftci,1760,3.60224,3.47464,4.58491,-6.32083
586.94,ci,1762,3.29855,3.42623,4.52707,-6.41065
586.94,ftci,1762,3.60224,3.47493,4.58545,-6.32099
586.992,ci,1764,3.29855,3.42652,4.52736,-6.41071
586.992,ftci,1764,3.60224,3.47522,4.58559,-6.32115
587.048,ci,1766,3.29855,3.42682,4.52916,-6.41076
587.048,ftci,1766,3.60224,3.47551,4.58649,-6.32131
587.104,ci,1768,3.29855,3.42711,4.53115,-6.41082
587.104,ftci,1768,3.60224,3.4758,4.58679,-6.32147
587.2,ci,1770,3.29855,3.42741,4.53307,-6.41087
587.2,ftci,1770,3.60224,3.4761,4.58687,-6.32162
587.272,ci,1772,3.29855,3.4277,4.53525,-6.41084
587.272,ftci,1772,3.60224,3.47633,4.58889,-6.32156
587.36,ci,1774,3.29855,3.42798,4.53783,-6.41081
587.36,ftci,1774,3.60224,3.47657,4.59142,-6.32153
587.436,ci,1776,3.29855,3.42826,4.53995,-6.4108
587.436,ftci,1776,3.60224,3.47681,4.59223,-6.32152
587.52,ci,1778,3.29855,3.42854,4.54023,-6.41081
587.52,ftci,1778,3.60224,3.47705,4.59405,-6.32157
587.596,ci,1780,3.29855,3.42882,4.54069,-6.41083
587.596,ftci,1780,3.60224,3.47731,4.59442,-6.32164
587.672,ci,1782,3.29855,3.42909,4.54151,-6.41086
587.672,ftci,1782,3.60224,3.47756,4.59479,-6.32174
587.764,ci,1784,3.29855,3.42936,4.54215,-6.4109
587.764,ftci,1784,3.60224,3.47781,4.59558,-6.32185
587.844,ci,1786,3.29855,3.42963,4.54252,-6.41093
587.844,ftci,1786,3.60224,3.47807,4.59637,-6.32196
587.9,ci,1788,3.29855,3.4299,4.54515,-6.41098
587.9,ftci,1788,3.60224,3.47832,4.59674,-6.3221
587.996,ci,1790,3.29855,3.43017,4.54693,-6.41102
587.996,ftci,1790,3.60224,3.47857,4.59702,-6.32224
588.096,ci,1792,3.29855,3.43044,4.5473,-6.41108
588.096,ftci,1792,3.60224,3.47883,4.59771,-6.3224
588.16,ci,1794,3.29855,3.43071,4.54837,-6.41114
588.16,ftci,1794,3.60224,3.47909,4.59844,-6.32255
588.244,ci,1796,3.29855,3.43098,4.55076,-6.41118
588.244,ftci,1796,3.60224,3.47935,4.59884,-6.32268
588.308,ci,1798,3.29855,3.43125,4.55276,-6.41123
588.308,ftci,1798,3.60224,3.47961,4.59957,-6.32283
588.4,ci,1800,3.29855,3.43151,4.55616,-6.41128
588.4,ftci,1800,3.60224,3.47987,4.59977,-6.32297
588.492,ci,1802,3.29855,3.43179,4.55698,-6.41134
588.492,ftci,1802,3.60224,3.48013,4.60018,-6.32314
588.592,ci,1804,3.29855,3.43206,4.55743,-6.41139
588.592,ftci,1804,3.60224,3.4804,4.60033,-6.32329
588.636,ci,1806,3.29855,3.43233,4.56042,-6.41144
588.636,ftci,1806,3.60224,3.48066,4.60047,-6.32343
588.7,ci,1808,3.29855,3.4326,4.56249,-6.41149
588.7,ftci,1808,3.60224,3.48092,4.60063,-6.32357
588.796,ci,1810,3.29855,3.43286,4.56323,-6.41154
588.796,ftci,1810,3.60224,3.48118,4.60101,-6.32371
588.888,ci,1812,3.29855,3.43311,4.56371,-6.4116
588.888,ftci,1812,3.60224,3.48143,4.60143,-6.32387
588.952,ci,1814,3.29855,3.43336,4.56428,-6.41165
588.952,ftci,1814,3.60224,3.48167,4.60175,-6.32401
589.016,ci,1816,3.29855,3.4336,4.56424,-6.4117
589.016,ftci,1816,3.60224,3.48191,4.60208,-6.32416
589.1,ci,1818,3.29855,3.43384,4.5642,-6.41175
589.1,ftci,1818,3.60224,3.48215,4.60202,-6.32431
589.184,ci,1820,3.29855,3.43407,4.56416,-6.4118
589.184,ftci,1820,3.60224,3.48238,4.60226,-6.32446
589.272,ci,1822,3.29855,3.43432,4.56453,-6.41182
589.272,ftci,1822,3.60224,3.48259,4.60223,-6.32448
589.352,ci,1824,3.29855,3.43455,4.56476,-6.41183
589.352,ftci,1824,3.60224,3.4828,4.6022,-6.32452
589.436,ci,1826,3.29855,3.43479,4.56525,-6.41184
589.436,ftci,1826,3.60224,3.48301,4.60217,-6.32456
589.512,ci,1828,3.29855,3.43502,4.56596,-6.41186
589.512,ftci,1828,3.60224,3.48322,4.60214,-6.32461
589.6,ci,1830,3.29855,3.43525,4.5667,-6.41183
589.6,ftci,1830,3.60224,3.48341,4.60211,-6.32457
589.692,ci,1832,3.29855,3.43548,4.5674,-6.4118
589.692,ftci,1832,3.60224,3.4836,4.60208,-6.32456
589.78,ci,1834,3.29855,3.4357,4.56818,-6.4118
589.78,ftci,1834,3.60224,3.48379,4.60205,-6.32459
589.876,ci,1836,3.29855,3.43591,4.56874,-6.4118
589.876,ftci,1836,3.60224,3.48397,4.60202,-6.32464
589.944,ci,1838,3.29855,3.43611,4.56873,-6.41182
589.944,ftci,1838,3.60224,3.48415,4.60199,-6.32472
590.06,ci,1840,3.29855,3.43629,4.56871,-6.41185
590.06,ftci,1840,3.60224,3.48432,4.60196,-6.32482
590.108,ci,1842,3.29855,3.43648,4.56866,-6.41189
590.108,ftci,1842,3.60224,3.48448,4.60193,-6.32492
590.176,ci,1844,3.29855,3.43664,4.56857,-6.41193
590.176,ftci,1844,3.60224,3.48463,4.6019,-6.32504
590.272,ci,1846,3.29855,3.43679,4.56848,-6.41197
590.272,ftci,1846,3.60224,3.48477,4.60187,-6.32517
590.328,ci,1848,3.29855,3.43693,4.56839,-6.41201
590.328,ftci,1848,3.60224,3.4849,4.60184,-6.32529
590.408,ci,1850,3.29855,3.43705,4.5683,-6.41205
590.408,ftci,1850,3.60224,3.48502,4.60181,-6.32543
590.5,ci,1852,3.29855,3.43716,4.56821,-6.41209
590.5,ftci,1852,3.60224,3.48513,4.60178,-6.32556
590.588,ci,1854,3.29855,3.43726,4.56813,-6.41213
590.588,ftci,1854,3.60224,3.48522,4.60175,-6.3257
590.668,ci,1856,3.29855,3.43734,4.56804,-6.41218
590.668,ftci,1856,3.60224,3.48531,4.60172,-6.32584
590.756,ci,1858,3.29855,3.43741,4.56795,-6.41222
590.756,ftci,1858,3.60224,3.48538,4.60169,-6.32598
590.836,ci,1860,3.29855,3.43747,4.56786,-6.41227
590.836,ftci,1860,3.60224,3.48545,4.60165,-6.32613
590.912,ci,1862,3.29855,3.43753,4.56778,-6.4121
590.912,ftci,1862,3.60224,3.48558,4.60162,-6.32615
591,ci,1864,3.29855,3.43759,4.5677,-6.41195
591,ftci,1864,3.60224,3.4857,4.60158,-6.32619
591.076,ci,1866,3.29855,3.43765,4.56763,-6.41187
591.076,ftci,1866,3.60224,3.4858,4.60155,-6.32626
591.132,ci,1868,3.29855,3.43772,4.56755,-6.41181
591.132,ftci,1868,3.60224,3.48591,4.60151,-6.32633
591.196,ci,1870,3.29855,3.43779,4.56748,-6.41178
591.196,ftci,1870,3.60224,3.48601,4.60147,-6.32643
591.248,ci,1872,3.29855,3.43787,4.5674,-6.41176
591.248,ftci,1872,3.60224,3.48612,4.60143,-6.32652
591.296,ci,1874,3.29855,3.43794,4.56733,-6.41176
591.296,ftci,1874,3.60224,3.48622,4.60139,-6.32663
591.328,ci,1876,3.29855,3.43803,4.56725,-6.41179
591.328,ftci,1876,3.60224,3.48632,4.60136,-6.32676
591.396,ci,1878,3.29855,3.4381,4.56718,-6.41182
591.396,ftci,1878,3.60224,3.48641,4.60132,-6.3269
591.428,ci,1880,3.29855,3.43818,4.5671,-6.41186
591.428,ftci,1880,3.60224,3.4865,4.60128,-6.32703
591.496,ci,1882,3.29855,3.43825,4.56703,-6.4119
591.496,ftci,1882,3.60224,3.48659,4.60125,-6.32717
591.528,ci,1884,3.29855,3.43833,4.56695,-6.41194
591.528,ftci,1884,3.60224,3.48667,4.60123,-6.3273
591.58,ci,1886,3.29855,3.4384,4.56686,-6.41198
591.58,ftci,1886,3.60224,3.48675,4.60122,-6.32744
591.624,ci,1888,3.29855,3.43847,4.56678,-6.41202
591.624,ftci,1888,3.60224,3.48683,4.6012,-6.32756
591.692,ci,1890,3.29855,3.43854,4.5667,-6.41206
591.692,ftci,1890,3.60224,3.48691,4.60118,-6.32769
591.716,ci,1892,3.29855,3.43861,4.56662,-6.41211
591.716,ftci,1892,3.60224,3.48699,4.60116,-6.32783
591.764,ci,1894,3.29855,3.43867,4.56654,-6.41216
591.764,ftci,1894,3.60224,3.48707,4.60114,-6.32799
591.8,ci,1896,3.29855,3.43873,4.56646,-6.41222
591.8,ftci,1896,3.60224,3.48714,4.60112,-6.32812
591.876,ci,1898,3.29855,3.43878,4.56638,-6.41227
591.876,ftci,1898,3.60224,3.48721,4.60111,-6.32826
591.9,ci,1900,3.29855,3.43883,4.5663,-6.41231
591.9,ftci,1900,3.60224,3.48727,4.60109,-6.32839
591.956,ci,1902,3.29855,3.43888,4.56622,-6.41236
591.956,ftci,1902,3.60224,3.48734,4.60106,-6.32852
